,tweet_id,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
1967,673342308415348736,2015-12-06,This is Django. He's a skilled assassin pupper. 10/10 ,https://twitter.com/dog_rates/status/673342308415348736/photo/1,10,10,Django,None,None,pupper,None
1968,673320132811366400,2015-12-06,This is Frankie. He's wearing blush. 11/10 really accents the cheek bones ,"https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1,https://twitter.com/dog_rates/status/673320132811366400/photo/1",11,10,Frankie,None,None,None,None
1970,673295268553605120,2015-12-06,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) ,https://twitter.com/dog_rates/status/673295268553605120/photo/1,8,10,Eve,None,None,pupper,None
1971,673270968295534593,2015-12-05,This is Mac. His dad's probably a lawyer. 11/10 ,https://twitter.com/dog_rates/status/673270968295534593/photo/1,11,10,Mac,None,None,None,None
1973,673213039743795200,2015-12-05,This is Dexter. He just got some big news. 10/10 ,https://twitter.com/dog_rates/status/673213039743795200/photo/1,10,10,Dexter,None,None,None,None
1974,673148804208660480,2015-12-05,This is Fletcher. He's had a ruff night. No more Fireball for Fletcher. 8/10 it'll be over soon pupper ,https://twitter.com/dog_rates/status/673148804208660480/photo/1,8,10,Fletcher,None,None,pupper,None
1975,672997845381865473,2015-12-05,Say hello to Kenzie. She is a fluff ball. 12/10 you'd need to taser me for me to let go of her ,https://twitter.com/dog_rates/status/672997845381865473/photo/1,12,10,Kenzie,None,None,None,None
1976,672995267319328768,2015-12-05,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 ,https://twitter.com/dog_rates/status/672995267319328768/photo/1,8,10,Pumpkin,None,None,None,None
1977,672988786805112832,2015-12-05,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. 10/10 inspirational pupper ,https://twitter.com/dog_rates/status/672988786805112832/photo/1,10,10,Schnozz,None,None,pupper,None
1980,672975131468300288,2015-12-05,This is Chuckles. He is one skeptical pupper. 10/10 stay woke Chuckles ,https://twitter.com/dog_rates/status/672975131468300288/photo/1,10,10,Chuckles,None,None,pupper,None
1981,672970152493887488,2015-12-05,This is Chet. He's having a hard time. Really struggling. 7/10 hang in there pupper ,https://twitter.com/dog_rates/status/672970152493887488/photo/1,7,10,Chet,None,None,pupper,None
1982,672968025906282496,2015-12-05,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 ,https://twitter.com/dog_rates/status/672968025906282496/photo/1,11,10,Gustaf,None,None,None,None
1983,672964561327235073,2015-12-05,This is Terry. He's a Toasty Western Sriracha. Doubles as a table. Great for parties. 10/10 would highly recommend ,https://twitter.com/dog_rates/status/672964561327235073/photo/1,10,10,Terry,None,None,None,None
1984,672902681409806336,2015-12-04,This is Jimison. He's stuck in a pot. Damn it Jimison. 9/10 ,https://twitter.com/dog_rates/status/672902681409806336/photo/1,9,10,Jimison,None,None,None,None
1985,672898206762672129,2015-12-04,This is Cheryl AKA Queen Pupper of the Skies. Experienced fighter pilot. Much skill. True hero. 11/10 ,https://twitter.com/dog_rates/status/672898206762672129/photo/1,11,10,Cheryl,None,None,pupper,None
1987,672877615439593473,2015-12-04,This is Oscar. He's getting bombarded with the snacks. Not sure he's happy about it. 8/10 for Oscar ,https://twitter.com/dog_rates/status/672877615439593473/photo/1,8,10,Oscar,None,None,None,None
1988,672834301050937345,2015-12-04,"This is Ed. He's not mad, just disappointed. 10/10 ",https://twitter.com/dog_rates/status/672834301050937345/photo/1,10,10,Ed,None,None,None,None
1989,672828477930868736,2015-12-04,This is Jerry. He's a Timbuk Slytherin. Eats his pizza from the side first. Crushed that cup with his bare paws 9/10 ,https://twitter.com/dog_rates/status/672828477930868736/photo/1,9,10,Jerry,None,None,None,None
1990,672640509974827008,2015-12-04,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down ,https://twitter.com/dog_rates/status/672640509974827008/photo/1,9,10,Leonidas,None,None,None,None
1992,672614745925664768,2015-12-04,This is Norman. Doesn't bark much. Very docile pup. Up to date on current events. Overall nifty pupper. 6/10 ,https://twitter.com/dog_rates/status/672614745925664768/photo/1,6,10,Norman,None,None,pupper,None
1993,672609152938721280,2015-12-04,This is Caryl. Likes to get in the microwave. 9/10 damn it Caryl ,https://twitter.com/dog_rates/status/672609152938721280/photo/1,9,10,Caryl,None,None,None,None
1995,672594978741354496,2015-12-04,Meet Scott. Just trying to catch his train to work. Doesn't need everybody staring. 9/10 ignore the haters pupper ,https://twitter.com/dog_rates/status/672594978741354496/photo/1,9,10,Scott,None,None,pupper,None
1996,672591762242805761,2015-12-04,This is Taz. He boxes leaves. 10/10 ,https://twitter.com/dog_rates/status/672591762242805761/photo/1,10,10,Taz,None,None,None,None
1998,672538107540070400,2015-12-03,Meet Darby. He's a Fiscal Tutankhamen Waxbeard. Really likes steak. 7/10 ,https://twitter.com/dog_rates/status/672538107540070400/photo/1,7,10,Darby,None,None,None,None
2000,672488522314567680,2015-12-03,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie ",https://twitter.com/dog_rates/status/672488522314567680/photo/1,10,10,Jackie,None,None,None,None
2002,672481316919734272,2015-12-03,Say hello to Jazz. She should be on the cover of Vogue. 12/10 gorgeous pupper ,https://twitter.com/dog_rates/status/672481316919734272/photo/1,12,10,Jazz,None,None,pupper,None
2003,672475084225949696,2015-12-03,This is Buddy. He's photogenic af. Loves to sexily exit pond. Very striped. Comes with shield. 8/10 would pet well ,https://twitter.com/dog_rates/status/672475084225949696/photo/1,8,10,Buddy,None,None,None,None
2004,672466075045466113,2015-12-03,This is Franq and Pablo. They're working hard getting ready for Christmas. 12/10 for both. Amazing pups ,https://twitter.com/dog_rates/status/672466075045466113/photo/1,12,10,Franq,None,None,None,None
2005,672272411274932228,2015-12-03,This is Pippin. He is terrified of his new little yellow giraffe. 11/10 ,"https://twitter.com/dog_rates/status/672272411274932228/photo/1,https://twitter.com/dog_rates/status/672272411274932228/photo/1",11,10,Pippin,None,None,None,None
2007,672264251789176834,2015-12-03,This is Kreg. He has the eyes of a tyrannical dictator. Will not rest until household is his. 10/10 ,https://twitter.com/dog_rates/status/672264251789176834/photo/1,10,10,Kreg,None,None,None,None
2009,672254177670729728,2015-12-03,This is Rolf. He's having the time of his life. 11/10 good pupper ,https://twitter.com/dog_rates/status/672254177670729728/photo/1,11,10,Rolf,None,None,pupper,None
2011,672245253877968896,2015-12-03,Meet Snickers. He's adorable. Also comes in t-shirt mode. 12/10 I would aggressively caress Snickers ,https://twitter.com/dog_rates/status/672245253877968896/photo/1,12,10,Snickers,None,None,None,None
2012,672239279297454080,2015-12-03,This is Ridley. He doesn't know how to couch. 7/10 ,https://twitter.com/dog_rates/status/672239279297454080/photo/1,7,10,Ridley,None,None,None,None
2014,672222792075620352,2015-12-03,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. 9/10 ,https://twitter.com/dog_rates/status/672222792075620352/photo/1,9,10,Cal,None,None,None,None
2015,672205392827572224,2015-12-03,This is Opal. He's a Royal John Coctostan. Ready for transport. Basically indestructible. 9/10 good pupper ,https://twitter.com/dog_rates/status/672205392827572224/photo/1,9,10,Opal,None,None,pupper,None
2016,672169685991993344,2015-12-02,This is Bradley. That is his sandwich. He carries it everywhere. 10/10 ,https://twitter.com/dog_rates/status/672169685991993344/photo/1,10,10,Bradley,None,None,None,None
2017,672160042234327040,2015-12-02,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper ,https://twitter.com/dog_rates/status/672160042234327040/photo/1,8,10,Bubba,None,None,pupper,None
2020,672095186491711488,2015-12-02,This is Tuco. That's the toast that killed his father. 9/10 ,https://twitter.com/dog_rates/status/672095186491711488/photo/1,9,10,Tuco,None,None,None,None
2021,672082170312290304,2015-12-02,This is Patch. He wants to be a Christmas tree. 11/10 ,https://twitter.com/dog_rates/status/672082170312290304/photo/1,11,10,Patch,None,None,None,None
2022,672068090318987265,2015-12-02,Say hello to Gizmo. He's upset because he's not sure if he's really big or the shopping cart is really small. 7/10 ,https://twitter.com/dog_rates/status/672068090318987265/photo/1,7,10,Gizmo,None,None,None,None
2023,671896809300709376,2015-12-02,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable ,https://twitter.com/dog_rates/status/671896809300709376/photo/1,10,10,Lola,None,None,None,None
2024,671891728106971137,2015-12-02,This is Mojo. Apparently he's too cute for a seat belt. Hella careless. I'd still pet him tho. 11/10 buckle up pup ,https://twitter.com/dog_rates/status/671891728106971137/photo/1,11,10,Mojo,None,None,None,None
2025,671882082306625538,2015-12-02,This is Batdog. He's sleeping now but when he wakes up he'll fight crime and such. Great tongue. 11/10 for Batdog ,https://twitter.com/dog_rates/status/671882082306625538/photo/1,11,10,Batdog,None,None,None,None
2026,671879137494245376,2015-12-02,This is Brad. He's a chubby lil pup. Doesn't really need the food he's trying to reach. 5/10 you've had enough Brad ,https://twitter.com/dog_rates/status/671879137494245376/photo/1,5,10,Brad,None,None,None,None
2027,671874878652489728,2015-12-02,This is Mia. She was specifically told not get on top of the hutch or play in the fridge. 10/10 what a rebel ,"https://twitter.com/dog_rates/status/671874878652489728/photo/1,https://twitter.com/dog_rates/status/671874878652489728/photo/1",10,10,Mia,None,None,None,None
2028,671866342182637568,2015-12-02,Meet Dylan. He can use a fork but clearly can't put on a sweatshirt correctly. Looks like a disgruntled teen. 10/10 ,https://twitter.com/dog_rates/status/671866342182637568/photo/1,10,10,Dylan,None,None,None,None
2032,671763349865160704,2015-12-01,Say hello to Mark. He's a good dog. Always ready to go for a walk. Excellent posture. 9/10 keep it up Mark ,https://twitter.com/dog_rates/status/671763349865160704/photo/1,9,10,Mark,None,None,None,None
2035,671735591348891648,2015-12-01,This is Oscar. He's ready for Christmas. 11/10 ,"https://twitter.com/dog_rates/status/671735591348891648/photo/1,https://twitter.com/dog_rates/status/671735591348891648/photo/1,https://twitter.com/dog_rates/status/671735591348891648/photo/1,https://twitter.com/dog_rates/status/671735591348891648/photo/1",11,10,Oscar,None,None,None,None
2039,671547767500775424,2015-12-01,This is Marley. She chews shoes then feels extremely guilty about it and refuses to look at them. 10/10 ,"https://twitter.com/dog_rates/status/671547767500775424/photo/1,https://twitter.com/dog_rates/status/671547767500775424/photo/1",10,10,Marley,None,None,None,None
2042,671538301157904385,2015-12-01,This is Baxter. He's very calm. Hasn't eaten in weeks tho. Not good at fetch. Never blinks. 8/10 would still pet ,https://twitter.com/dog_rates/status/671538301157904385/photo/1,8,10,Baxter,None,None,None,None
2043,671536543010570240,2015-12-01,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy ,https://twitter.com/dog_rates/status/671536543010570240/photo/1,9,10,Reginald,None,None,None,None
2045,671528761649688577,2015-12-01,Meet Jax. He's in the middle of a serious conversation and is trying unbelievably hard not to laugh. 10/10 ,https://twitter.com/dog_rates/status/671528761649688577/photo/1,10,10,Jax,None,None,None,None
2046,671520732782923777,2015-12-01,Meet Alejandro. He's an extremely seductive pup. 10/10 ,https://twitter.com/dog_rates/status/671520732782923777/photo/1,10,10,Alejandro,None,None,None,None
2047,671518598289059840,2015-12-01,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers ,https://twitter.com/dog_rates/status/671518598289059840/photo/1,9,10,Scruffers,None,None,None,None
2048,671511350426865664,2015-12-01,Say hello to Hammond. He's just a wee lil pup. Jumps around a shit ton. 8/10 overall very good dog ,https://twitter.com/dog_rates/status/671511350426865664/photo/1,8,10,Hammond,None,None,None,None
2049,671504605491109889,2015-12-01,This is Charlie. He was just informed that dogs can't be Jedi. 11/10 ,"https://twitter.com/dog_rates/status/671504605491109889/photo/1,https://twitter.com/dog_rates/status/671504605491109889/photo/1",11,10,Charlie,None,None,None,None
2050,671497587707535361,2015-12-01,This is Pip. He is a ship captain. Many years of experience sailing the treacherous open sea. 11/10 ,https://twitter.com/dog_rates/status/671497587707535361/photo/1,11,10,Pip,None,None,None,None
2051,671488513339211776,2015-12-01,This is Julius. He's a cool dog. Carries seashell everywhere. Rad segmented legs. Currently attacking castle. 8/10 ,https://twitter.com/dog_rates/status/671488513339211776/photo/1,8,10,Julius,None,None,None,None
2052,671486386088865792,2015-12-01,This is Malcolm. He just saw a spider. 10/10 ,https://twitter.com/dog_rates/status/671486386088865792/photo/1,10,10,Malcolm,None,None,None,None
2053,671485057807351808,2015-12-01,Meet Penelope. She is a white Macadamias Duodenum. Very excited about wall. Lives on Frosted Flakes. 11/10 good pup ,https://twitter.com/dog_rates/status/671485057807351808/photo/1,11,10,Penelope,None,None,None,None
2055,671362598324076544,2015-11-30,This is Tanner. He accidentally dropped all his hard-earned Kohl's cash in the tub. 11/10 ,https://twitter.com/dog_rates/status/671362598324076544/photo/1,11,10,Tanner,None,None,None,None
2057,671355857343524864,2015-11-30,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly ,https://twitter.com/dog_rates/status/671355857343524864/photo/1,10,10,Lou,None,None,None,None
2058,671347597085433856,2015-11-30,This is Lola. She was not fully prepared for the water slide. 9/10 ,"https://twitter.com/dog_rates/status/671347597085433856/photo/1,https://twitter.com/dog_rates/status/671347597085433856/photo/1",9,10,Lola,None,None,None,None
2059,671186162933985280,2015-11-30,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 ,https://twitter.com/dog_rates/status/671186162933985280/photo/1,10,10,Sparky,None,None,None,None
2061,671166507850801152,2015-11-30,This is Herm. It's his first day of potty training. He's doing great. You got this Herm. 10/10 stellar pup ,https://twitter.com/dog_rates/status/671166507850801152/photo/1,10,10,Herm,None,None,None,None
2063,671159727754231808,2015-11-30,This is Anthony. He just finished up his masters at Harvard. Unprofessional tattoos. Always looks perturbed. 5/10 ,https://twitter.com/dog_rates/status/671159727754231808/photo/1,5,10,Anthony,None,None,None,None
2064,671154572044468225,2015-11-30,Meet Holly. She's trying to teach small human-like pup about blocks but he's not paying attention smh. 11/10 &amp; 8/10 ,https://twitter.com/dog_rates/status/671154572044468225/photo/1,11,10,Holly,None,None,None,None
2069,671134062904504320,2015-11-30,Say hello to Clarence. He's a western Alkaline Pita. Very proud of himself for dismembering his stuffed dog pal 8/10 ,https://twitter.com/dog_rates/status/671134062904504320/photo/1,8,10,Clarence,None,None,None,None
2071,671115716440031232,2015-11-29,"Meet Phred. He isn't steering, looking at the road, or wearing a seatbelt. Phred is a rolling tornado of danger 6/10 ",https://twitter.com/dog_rates/status/671115716440031232/photo/1,6,10,Phred,None,None,None,None
2072,671109016219725825,2015-11-29,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby ,https://twitter.com/dog_rates/status/671109016219725825/photo/1,8,10,Toby,None,None,None,None
2075,670840546554966016,2015-11-29,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup ,https://twitter.com/dog_rates/status/670840546554966016/photo/1,10,10,Colby,None,None,None,None
2077,670833812859932673,2015-11-29,This is Jett. He is unimpressed by flower. 7/10 ,https://twitter.com/dog_rates/status/670833812859932673/photo/1,7,10,Jett,None,None,None,None
2078,670832455012716544,2015-11-29,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy ,https://twitter.com/dog_rates/status/670832455012716544/photo/1,10,10,Amy,None,None,None,None
2080,670823764196741120,2015-11-29,This is Remington. He's a man dime. 12/10 ,https://twitter.com/dog_rates/status/670823764196741120/photo/1,12,10,Remington,None,None,None,None
2082,670815497391357952,2015-11-29,This is Sage. He likes to burn shit. 10/10 ,https://twitter.com/dog_rates/status/670815497391357952/photo/1,10,10,Sage,None,None,None,None
2083,670811965569282048,2015-11-29,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup ,https://twitter.com/dog_rates/status/670811965569282048/photo/1,10,10,Maggie,None,None,None,None
2084,670807719151067136,2015-11-29,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents ","https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1,https://twitter.com/dog_rates/status/670807719151067136/photo/1",11,10,Andy,None,None,None,None
2085,670804601705242624,2015-11-29,Meet Mason. He's a total frat boy. Pretends to be Hawaiian. Head is unbelievably round. 10/10 would pet so damn well ,https://twitter.com/dog_rates/status/670804601705242624/photo/1,10,10,Mason,None,None,None,None
2087,670797304698376195,2015-11-29,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10 ,https://twitter.com/dog_rates/status/670797304698376195/photo/1,11,10,Trigger,None,None,None,None
2088,670792680469889025,2015-11-29,This is Antony. He's a Sheraton Tetrahedron. Skips awkwardly. Doesn't look when he crosses the road (reckless). 7/10 ,https://twitter.com/dog_rates/status/670792680469889025/photo/1,7,10,Antony,None,None,None,None
2090,670786190031921152,2015-11-29,This is Creg. You offered him a ride to work but you're late and you just missed his exit. 8/10 ,https://twitter.com/dog_rates/status/670786190031921152/photo/1,8,10,Creg,None,None,None,None
2093,670780561024270336,2015-11-29,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all ,https://twitter.com/dog_rates/status/670780561024270336/photo/1,7,10,Traviss,None,None,None,None
2095,670764103623966721,2015-11-29,Meet Vincent. He's a wild Adderall Cayenne. Shipped for free. Always fresh. Never frozen. 10/10 great purchase ,https://twitter.com/dog_rates/status/670764103623966721/photo/1,10,10,Vincent,None,None,None,None
2096,670755717859713024,2015-11-29,Say hello to Gin &amp; Tonic. They're having a staring contest. Very very intense. 9/10 for both ,https://twitter.com/dog_rates/status/670755717859713024/photo/1,9,10,Gin,None,None,None,None
2097,670733412878163972,2015-11-28,This is Jerry. He's a great listener. Low maintenance. Hard to get leash on tho. 8/10 still good dog ,https://twitter.com/dog_rates/status/670733412878163972/photo/1,8,10,Jerry,None,None,None,None
2098,670727704916926465,2015-11-28,This is Jeffrie. He's a handheld pup. Excellent ears. Super fluffy. 10/10 overall topnotch canine ,https://twitter.com/dog_rates/status/670727704916926465/photo/1,10,10,Jeffrie,None,None,None,None
2100,670704688707301377,2015-11-28,Meet Danny. He's too good to look at the road when he's driving. Absolute menace. 6/10 completely irresponsible ,https://twitter.com/dog_rates/status/670704688707301377/photo/1,6,10,Danny,None,None,None,None
2101,670691627984359425,2015-11-28,This is Ester. He has a cocaine problem. This is an intervention Ester. We all care about you. 8/10 ,https://twitter.com/dog_rates/status/670691627984359425/photo/1,8,10,Ester,None,None,None,None
2102,670679630144274432,2015-11-28,This is Pluto. He's holding little waddling dog hostage. Little waddling dog very desperate at this point sos. 8/10 ,https://twitter.com/dog_rates/status/670679630144274432/photo/1,8,10,Pluto,None,None,None,None
2103,670676092097810432,2015-11-28,This is Bloo. He's a Westminster Cîroc. Doesn't think Bart deserves legs. Nice flowers. 8/10 ,https://twitter.com/dog_rates/status/670676092097810432/photo/1,8,10,Bloo,None,None,None,None
2104,670668383499735048,2015-11-28,This is Phineas. He's a magical dog. Only appears through the hole of a donut. 10/10 mysterious pup ,https://twitter.com/dog_rates/status/670668383499735048/photo/1,10,10,Phineas,None,None,None,None
2106,670468609693655041,2015-11-28,This is Edd. He's a Czechoslovakian Googolplex Merlot. Ready for Christmas. Take that Starbucks. Very poised. 10/10 ,https://twitter.com/dog_rates/status/670468609693655041/photo/1,10,10,Edd,None,None,None,None
2110,670444955656130560,2015-11-28,This is Paull. He just stubbed his toe. 10/10 deep breaths Paull ,https://twitter.com/dog_rates/status/670444955656130560/photo/1,10,10,Paull,None,None,None,None
2111,670442337873600512,2015-11-28,Meet Koda. He's large. Looks very soft. Great bangs. Powerful owner. 11/10 would pet the hell out of ,https://twitter.com/dog_rates/status/670442337873600512/photo/1,11,10,Koda,None,None,None,None
2113,670434127938719744,2015-11-28,Meet Hank and Sully. Hank is very proud of the pumpkin they found and Sully doesn't give a shit. 11/10 and 8/10 ,https://twitter.com/dog_rates/status/670434127938719744/photo/1,11,10,Hank,None,None,None,None
2114,670433248821026816,2015-11-28,This is Sam. He's trying to escape the inordinate monotony of conforming to everyday status quo. 10/10 ,https://twitter.com/dog_rates/status/670433248821026816/photo/1,10,10,Sam,None,None,None,None
2115,670428280563085312,2015-11-28,This is Willy. He's millennial af. 11/10 ,https://twitter.com/dog_rates/status/670428280563085312/photo/1,11,10,Willy,None,None,None,None
2117,670421925039075328,2015-11-28,Meet Herb. 12/10 ,https://twitter.com/dog_rates/status/670421925039075328/photo/1,12,10,Herb,None,None,None,None
2118,670420569653809152,2015-11-28,This is Damon. The newest presidential candidate for 2016. 10/10 he gets my vote ,https://twitter.com/dog_rates/status/670420569653809152/photo/1,10,10,Damon,None,None,None,None
2120,670411370698022913,2015-11-28,Meet Scooter. He's ready for his first day of middle school. Remarkable tongue. 12/10 ,https://twitter.com/dog_rates/status/670411370698022913/photo/1,12,10,Scooter,None,None,None,None
2121,670408998013820928,2015-11-28,This is Peanut. He was the World Table Tennis Champion back in 2003. Now he just does it for recreation. 10/10 ,https://twitter.com/dog_rates/status/670408998013820928/photo/1,10,10,Peanut,None,None,None,None
2122,670403879788544000,2015-11-28,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup ,https://twitter.com/dog_rates/status/670403879788544000/photo/1,10,10,Nigel,None,None,None,None
2123,670385711116361728,2015-11-27,Meet Larry. He's a Panoramic Benzoate. Can shoot lasers out of his eyes. Very neat. Stuck in that position tho. 8/10 ,https://twitter.com/dog_rates/status/670385711116361728/photo/1,8,10,Larry,None,None,None,None
2124,670374371102445568,2015-11-27,Meet Daisy. She's rebellious. Full of teen angst. Thought her food should be evenly dispersed around the room. 12/10 ,https://twitter.com/dog_rates/status/670374371102445568/photo/1,12,10,Daisy,None,None,None,None
2126,670338931251150849,2015-11-27,This is Butters. He's not ready for Thanksgiving to be over. 10/10 poor Butters ,https://twitter.com/dog_rates/status/670338931251150849/photo/1,10,10,Butters,None,None,None,None
2129,670290420111441920,2015-11-27,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10 ,https://twitter.com/dog_rates/status/670290420111441920/photo/1,11,10,Sandra,None,None,None,None
2130,670093938074779648,2015-11-27,This is Wally. He's a Flaccid Mitochondria. Going on vacation. Bag definitely full of treats. Great hat. 9/10 ,https://twitter.com/dog_rates/status/670093938074779648/photo/1,9,10,Wally,None,None,None,None
2132,670079681849372674,2015-11-27,Meet Fabio. He's a wonderful pup. Can't stay away from the devil's lettuce but other than that he's a delight. 10/10 ,https://twitter.com/dog_rates/status/670079681849372674/photo/1,10,10,Fabio,None,None,None,None
2133,670073503555706880,2015-11-27,Meet Winston. He wants to be a power drill. Very focused. 10/10 I believe in you Winston ,https://twitter.com/dog_rates/status/670073503555706880/photo/1,10,10,Winston,None,None,None,None
2134,670069087419133954,2015-11-27,This is Randall. He's from Chernobyl. Built playground himself. Has been stuck up there quite a while. 5/10 good dog ,https://twitter.com/dog_rates/status/670069087419133954/photo/1,5,10,Randall,None,None,None,None
2135,670061506722140161,2015-11-27,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10 ",https://twitter.com/dog_rates/status/670061506722140161/photo/1,11,10,Liam,None,None,None,None
2136,670055038660800512,2015-11-27,This is Tommy. He's a cool dog. Hard not to step on. Won't let go of seashell. Not fast by any means. 3/10 ,https://twitter.com/dog_rates/status/670055038660800512/photo/1,3,10,Tommy,None,None,None,None
2137,670046952931721218,2015-11-27,This is Ben &amp; Carson. It's impossible for them to tilt their heads in the same direction. Cheeky wink by Ben. 11/10s ,https://twitter.com/dog_rates/status/670046952931721218/photo/1,11,10,Ben,None,None,None,None
2140,670003130994700288,2015-11-26,This is Raphael. He is a Baskerville Conquistador. Entertains at all the gatherings. 10/10 simply magnificent ,https://twitter.com/dog_rates/status/670003130994700288/photo/1,10,10,Raphael,None,None,None,None
2141,669993076832759809,2015-11-26,This is Zoey. Her dreams of becoming a hippo ballerina don't look promising. 9/10 it'll be ok puppers ,https://twitter.com/dog_rates/status/669993076832759809/photo/1,9,10,Zoey,None,None,None,None
2143,669970042633789440,2015-11-26,This is Julio. He was one of the original Ringling Bros. Exceptional balance. Very alert. Ready for anything. 10/10 ,https://twitter.com/dog_rates/status/669970042633789440/photo/1,10,10,Julio,None,None,None,None
2144,669942763794931712,2015-11-26,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru ,https://twitter.com/dog_rates/status/669942763794931712/photo/1,11,10,Andru,None,None,None,None
2147,669753178989142016,2015-11-26,Meet Chester. He just ate a lot and now he can't move. 10/10 that's going to be me in about 17 hours ,https://twitter.com/dog_rates/status/669753178989142016/photo/1,10,10,Chester,None,None,None,None
2148,669749430875258880,2015-11-26,Say hello to Clarence. Clarence thought he saw a squirrel. He was just trying to help. 8/10 poor Clarence ,https://twitter.com/dog_rates/status/669749430875258880/photo/1,8,10,Clarence,None,None,None,None
2150,669683899023405056,2015-11-26,This is Kloey. Her mother was a unicorn. 10/10 ,https://twitter.com/dog_rates/status/669683899023405056/photo/1,10,10,Kloey,None,None,None,None
2151,669682095984410625,2015-11-26,Meet Louie. He just pounded that bottle of wine. 9/10 goodnight Louie ,https://twitter.com/dog_rates/status/669682095984410625/photo/1,9,10,Louie,None,None,None,None
2152,669680153564442624,2015-11-26,This is Shawwn. He's a Turkish Gangrene Robitussin. Spectacular tongue. Cranks out push-ups. 8/10 #NoDaysOff #swole ,https://twitter.com/dog_rates/status/669680153564442624/photo/1,8,10,Shawwn,None,None,None,None
2154,669625907762618368,2015-11-25,This is Penny. She's having fun AND being safe. 12/10 very responsible pup ,https://twitter.com/dog_rates/status/669625907762618368/photo/1,12,10,Penny,None,None,None,None
2156,669597912108789760,2015-11-25,This is Skye. He is a Bretwaldian Altostratus. Not amused at all. Just saved small dog from avalanche. 10/10 hero af ,https://twitter.com/dog_rates/status/669597912108789760/photo/1,10,10,Skye,None,None,None,None
2158,669573570759163904,2015-11-25,This is Linda. She just looked up and saw you glancing at your neighboring classmate's test. 10/10 ,https://twitter.com/dog_rates/status/669573570759163904/photo/1,10,10,Linda,None,None,None,None
2159,669571471778410496,2015-11-25,This is Keith. He's had 13 DUIs. 7/10 that's too many Keith ,https://twitter.com/dog_rates/status/669571471778410496/photo/1,7,10,Keith,None,None,None,None
2160,669567591774625800,2015-11-25,Meet Kollin. He's a Parakeetian Badminton from Denmark. Great artist. Taking break from research. Loves wicker 9/10 ,https://twitter.com/dog_rates/status/669567591774625800/photo/1,9,10,Kollin,None,None,None,None
2162,669393256313184256,2015-11-25,Meet Ronduh. She's a Finnish Checkered Blitzkrieg. Ears look fake. Shoes on point. 10/10 would pet extra well ,https://twitter.com/dog_rates/status/669393256313184256/photo/1,10,10,Ronduh,None,None,None,None
2163,669375718304980992,2015-11-25,This is Billl. He's trying to be a ghost but he's not very good at it. 6/10 c'mon Billl ,https://twitter.com/dog_rates/status/669375718304980992/photo/1,6,10,Billl,None,None,None,None
2164,669371483794317312,2015-11-25,This is Oliviér. He's a Baptist Hindquarter. Also smooth af with the babes. 10/10 I'd totally get in a car with him ,https://twitter.com/dog_rates/status/669371483794317312/photo/1,10,10,Oliviér,None,None,None,None
2165,669367896104181761,2015-11-25,This is Chip. Chip's pretending to be choked. 10/10 lol classic Chip ,https://twitter.com/dog_rates/status/669367896104181761/photo/1,10,10,Chip,None,None,None,None
